year,site,depth,species,transect,size,density,biomass,trophic_guild,family
2014,Tiger,60,Chromis enchrysura,3,5,9,15.642,Planktivore,Pomacentridae
2014,Tiger,60,Chromis enchrysura,3,10,8,110.467,Planktivore,Pomacentridae
2014,Tiger,60,Halochoeres garnoti,3,5,1,1.562,Invertivore,Labridae
2014,Tiger,60,Paranthias furcifer,4,5,2,3.617,Planktivore,Epinephelinae
2014,Tiger,60,Paranthias furcifer,4,10,22,327.911,Planktivore,Epinephelinae
2014,Tiger,60,Chromis bermudae,4,5,10,17.381,Planktivore,Pomacentridae
2014,Tiger,60,Centropyge argi,4,5,4,10.667,Herbivore,Pomacanthidae
2014,Tiger,60,Halochoeres garnoti,4,5,1,1.562,Invertivore,Labridae
2014,Tiger,60,Halochoeres garnoti,4,10,2,26.976,Invertivore,Labridae
2014,Tiger,60,Pterois volitans,4,15,1,38.688,Macrocarnivore,Scorpaenidae
2014,Tiger,60,Paranthias furcifer,5,5,7,12.659,Planktivore,Epinephelinae
2014,Tiger,60,Paranthias furcifer,5,10,21,313.006,Planktivore,Epinephelinae
2014,Tiger,60,Paranthias furcifer,5,15,15,767.840,Planktivore,Epinephelinae
2014,Tiger,60,Chromis bermudae,5,5,3,5.214,Planktivore,Pomacentridae
2014,Tiger,60,Canthigaster rostrata,5,10,1,24.544,Omnivore,Tetraodontidae
2014,Tiger,60,Centropyge argi,5,5,5,13.334,Herbivore,Pomacanthidae
2014,Tiger,60,Chaetodon sedentarius,5,10,2,47.979,Invertivore,Chaetodontidae
2014,Tiger,60,Bodianus rufus,5,5,1,1.628,Invertivore,Labridae
2014,Tiger,60,Halochoeres garnoti,5,10,1,13.488,Invertivore,Labridae
2014,Tiger,60,Pterois volitans,5,15,2,77.375,Macrocarnivore,Scorpaenidae
2014,Tiger,60,Paranthias furcifer,6,5,25,45.211,Planktivore,Epinephelinae
2014,Tiger,60,Paranthias furcifer,6,10,45,670.728,Planktivore,Epinephelinae
2014,Tiger,60,Chromis bermudae,6,5,16,27.809,Planktivore,Pomacentridae
2014,Tiger,60,Canthigaster rostrata,6,5,1,3.198,Omnivore,Tetraodontidae
2014,Tiger,60,Centropyge argi,6,5,4,10.667,Herbivore,Pomacanthidae
2014,Tiger,60,Halochoeres garnoti,6,10,1,13.488,Invertivore,Labridae
2014,Tiger,60,Paranthias furcifer,7,15,5,255.947,Planktivore,Epinephelinae
2014,Tiger,60,Chromis bermudae,7,5,46,79.950,Planktivore,Pomacentridae
2014,Tiger,60,Centropyge argi,7,5,1,2.667,Herbivore,Pomacanthidae
2014,Tiger,60,Halochoeres garnoti,7,5,2,3.124,Invertivore,Labridae
2014,Tiger,60,Halochoeres garnoti,7,10,2,26.976,Invertivore,Labridae
2014,Tiger,60,Halochoeres garnoti,7,15,5,237.991,Invertivore,Labridae
2014,Tiger,60,Pterois volitans,7,15,1,38.688,Macrocarnivore,Scorpaenidae
2014,Tiger,60,Paranthias furcifer,8,10,8,119.240,Planktivore,Epinephelinae
2014,Tiger,60,Paranthias furcifer,8,15,24,1228.544,Planktivore,Epinephelinae
2014,Tiger,60,Chromis bermudae,8,5,29,50.403,Planktivore,Pomacentridae
2014,Tiger,60,Chaetodon sedentarius,8,5,1,2.957,Invertivore,Chaetodontidae
2014,Tiger,60,Holocentrus rufus,8,10,2,17.823,Invertivore,Holocentridae
2014,Tiger,60,Holocentrus rufus,8,15,1,28.764,Invertivore,Holocentridae
2014,Tiger,60,Bodianus rufus,8,5,1,1.628,Invertivore,Labridae
2014,Tiger,60,Bodianus pulchellus,8,15,1,47.532,Invertivore,Labridae
2014,Tiger,60,Chromis enchrysura,8,5,1,1.738,Planktivore,Pomacentridae
2014,Tiger,60,Chromis enchrysura,8,10,1,13.808,Planktivore,Pomacentridae
2014,Tiger,60,Halochoeres garnoti,8,5,6,9.373,Invertivore,Labridae
2014,Tiger,60,Halochoeres garnoti,8,10,2,26.976,Invertivore,Labridae
2014,Tiger,60,Pterois volitans,8,15,4,154.751,Macrocarnivore,Scorpaenidae
2019,Angel,10,Thalassoma bifasciatum,1,15,1,32.231,Omnivore,Labridae
2019,Angel,10,Acanthurus coeruleus,1,20,3,510.740,Omnivore,Acanthuridae
2019,Angel,10,Chaetodon capistratus,1,10,5,154.522,Invertivore,Chaetodontidae
2019,Angel,10,Kyphosus sectatrix,1,15,14,1018.268,Omnivore,Kyphosidae
2019,Angel,10,Sparisoma viride,1,10,3,45.394,Herbivore,Scaridae
2019,Angel,10,Sparisoma viride,1,15,2,103.807,Herbivore,Scaridae
2019,Angel,10,Sparisoma viride,1,20,1,124.454,Herbivore,Scaridae
2019,Angel,10,Scarus vetula,1,30,3,1341.028,Herbivore,Scaridae
2019,Angel,10,Scarus taeniopterus,1,20,1,108.000,Herbivore,Scaridae
2019,Angel,10,Sparisoma aurofrenatum,1,15,1,50.073,Herbivore,Scaridae
2019,Angel,10,Sparisoma aurofrenatum,1,20,2,245.719,Herbivore,Scaridae
2019,Angel,10,Thalassoma bifasciatum,2,5,5,5.969,Omnivore,Labridae
2019,Angel,10,Thalassoma bifasciatum,2,10,8,76.400,Omnivore,Labridae
2019,Angel,10,Thalassoma bifasciatum,2,15,1,32.231,Omnivore,Labridae
2019,Angel,10,Halochoeres garnoti,2,5,2,3.124,Invertivore,Labridae
2019,Angel,10,Chaetodon capistratus,2,10,2,61.809,Invertivore,Chaetodontidae
2019,Angel,10,Microspathodon chrysurus,2,15,4,310.562,Omnivore,Pomacentridae
2019,Angel,10,Sparisoma aurofrenatum,2,20,3,368.578,Herbivore,Scaridae
2019,Angel,10,Holocanthus bermudensis,2,20,2,319.221,Invertivore,Pomacentridae
2019,Dark Slime,10,Acanthurus coeruleus,1,10,1,21.879,Omnivore,Acanthuridae
2019,Dark Slime,10,Acanthurus coeruleus,1,15,2,145.308,Omnivore,Acanthuridae
2019,Dark Slime,10,Acanthurus coeruleus,1,20,3,510.740,Omnivore,Acanthuridae
2019,Dark Slime,10,Microspathodon chrysurus,1,15,1,77.641,Omnivore,Pomacentridae
2019,Dark Slime,10,Sparisoma viride,1,30,1,426.902,Herbivore,Scaridae
2019,Dark Slime,10,Scarus vetula,1,25,1,256.806,Herbivore,Scaridae
2019,Dark Slime,10,Scarus taeniopterus,1,20,1,108.000,Herbivore,Scaridae
2019,Dark Slime,10,Scarus taeniopterus,1,10,4,54.000,Herbivore,Scaridae
2019,Dark Slime,10,Halochoeres garnoti,2,15,1,47.598,Invertivore,Labridae
2019,Dark Slime,10,Halochoeres garnoti,2,20,1,116.453,Invertivore,Labridae
2019,Dark Slime,10,Acanthurus coeruleus,2,10,3,65.637,Omnivore,Acanthuridae
2019,Dark Slime,10,Acanthurus coeruleus,2,15,5,363.271,Omnivore,Acanthuridae
2019,Dark Slime,10,Chaetodon capistratus,2,10,2,61.809,Invertivore,Chaetodontidae
2019,Dark Slime,10,Haemulon flavolineatum,2,15,1,45.331,Invertivore,Haemulidae
2019,Dark Slime,10,Sparisoma viride,2,15,1,51.903,Herbivore,Scaridae
2019,Dark Slime,10,Sparisoma viride,2,20,2,248.909,Herbivore,Scaridae
2019,North Northeast,10,Chaetodon capistratus,4,15,2,216.357,Invertivore,Chaetodontidae
2019,North Northeast,10,Scarus iseri,4,10,3,34.430,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,4,15,2,78.097,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,4,20,1,93.094,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,4,25,1,182.637,Herbivore,Scaridae
2019,North Northeast,10,Haemulon flavolineatum,4,20,1,107.142,Invertivore,Haemulidae
2019,North Northeast,10,Haemulon flavolineatum,4,25,2,417.590,Invertivore,Haemulidae
2019,North Northeast,10,Sparisoma viride,4,30,2,853.803,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,4,20,1,130.316,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,4,30,2,894.018,Herbivore,Scaridae
2019,North Northeast,10,Acanthurus coeruleus,4,20,1,170.247,Omnivore,Acanthuridae
2019,North Northeast,10,Stegastes leucostictus,4,15,1,58.805,Omnivore,Pomacentridae
2019,North Northeast,10,Diplodus bermudensis,4,25,7,1244.044,Invertivore,Sparidae
2019,North Northeast,10,Abudefduf saxatilis,4,20,1,165.224,Omnivore,Pomacentridae
2019,North Northeast,10,Canthigaster rostrata,4,10,2,49.088,Omnivore,Tetraodontidae
2019,North Northeast,10,Acanthurus chirurgus,4,20,2,262.400,Omnivore,Acanthuridae
2019,North Northeast,10,Sparisoma aurofrenatum,4,20,1,122.859,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,5,10,1,15.131,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,5,15,1,51.903,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,5,20,1,124.454,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,5,30,1,426.902,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,5,30,1,426.902,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,5,5,6,11.558,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,5,10,2,31.688,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,5,15,1,54.348,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,5,20,1,130.316,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,5,30,2,894.018,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,5,40,1,1071.841,Herbivore,Scaridae
2019,North Northeast,10,Scarus taeniopterus,5,10,1,13.500,Herbivore,Scaridae
2019,North Northeast,10,Thalassoma bifasciatum,5,5,4,4.775,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,5,10,3,28.650,Omnivore,Labridae
2019,North Northeast,10,Halochoeres garnoti,5,15,3,142.795,Invertivore,Labridae
2019,North Northeast,10,Acanthurus coeruleus,5,20,1,170.247,Omnivore,Acanthuridae
2019,North Northeast,10,Acanthurus tractus,5,20,1,117.216,Herbivore,Acanthuridae
2019,North Northeast,10,Kyphosus sectatrix,5,20,1,176.368,Omnivore,Kyphosidae
2019,North Northeast,10,Chaetodon capistratus,5,15,1,108.179,Invertivore,Chaetodontidae
2019,North Northeast,10,Stegastes adustus ,5,10,1,19.056,Omnivore,Pomacentridae
2019,North Northeast,10,Lactophrys triqueter,5,20,1,196.731,Invertivore,Ostraciidae
2019,North Northeast,10,Aulostomus maculatus,5,50,1,291.907,Macrocarnivore,Aulostomidae
2019,North Northeast,10,Sparisoma viride,6,25,2,490.509,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,6,30,1,426.902,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,6,5,1,1.926,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,6,10,5,79.221,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,6,20,1,130.316,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,6,30,3,1341.028,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma aurofrenatum,6,15,1,50.073,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma aurofrenatum,6,20,1,122.859,Herbivore,Scaridae
2019,North Northeast,10,Scarus taeniopterus,6,30,1,364.500,Herbivore,Scaridae
2019,North Northeast,10,Thalassoma bifasciatum,6,5,5,5.969,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,6,10,5,47.750,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,6,15,1,32.231,Omnivore,Labridae
2019,North Northeast,10,Acanthurus coeruleus,6,20,2,340.494,Omnivore,Acanthuridae
2019,North Northeast,10,Kyphosus sectatrix,6,20,6,1058.210,Omnivore,Kyphosidae
2019,North Northeast,10,Abudefduf saxatilis,6,10,1,19.949,Omnivore,Pomacentridae
2019,North Northeast,10,Haemulon flavolineatum,6,15,1,45.331,Invertivore,Haemulidae
2019,North Northeast,10,Haemulon flavolineatum,6,20,1,107.142,Invertivore,Haemulidae
2019,North Northeast,10,Canthigaster rostrata,6,10,2,49.088,Omnivore,Tetraodontidae
2019,North Northeast,10,Sparisoma viride,1,15,1,51.903,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,1,20,2,248.909,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,1,40,1,1023.626,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,1,5,6,11.558,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,1,10,5,79.221,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,1,15,2,108.696,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,1,30,2,894.018,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma aurofrenatum,1,10,3,42.395,Herbivore,Scaridae
2019,North Northeast,10,Scarus taeniopterus,1,30,2,729.000,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,1,30,2,633.500,Herbivore,Scaridae
2019,North Northeast,10,Thalassoma bifasciatum,1,5,5,5.969,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,1,10,18,171.900,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,1,15,2,64.463,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,1,20,3,229.200,Omnivore,Labridae
2019,North Northeast,10,Halochoeres garnoti,1,15,1,47.598,Invertivore,Labridae
2019,North Northeast,10,Acanthurus coeruleus,1,20,2,340.494,Omnivore,Acanthuridae
2019,North Northeast,10,Acanthurus coeruleus,1,25,1,329.559,Omnivore,Acanthuridae
2019,North Northeast,10,Acanthurus tractus,1,20,1,117.216,Herbivore,Acanthuridae
2019,North Northeast,10,Acanthurus chirurgus,1,15,1,56.152,Omnivore,Acanthuridae
2019,North Northeast,10,Kyphosus sectatrix,1,20,1,176.368,Omnivore,Kyphosidae
2019,North Northeast,10,Kyphosus sectatrix,1,30,1,614.618,Omnivore,Kyphosidae
2019,North Northeast,10,Chaetodon capistratus,1,15,3,324.536,Invertivore,Chaetodontidae
2019,North Northeast,10,Canthigaster rostrata,1,10,1,24.544,Omnivore,Tetraodontidae
2019,North Northeast,10,Cephalopholis fulva,1,20,1,105.967,Omnivore,Serranidae
2019,North Northeast,10,Scarus vetula,2,15,1,54.348,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,2,30,3,1341.028,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,2,25,1,256.806,Herbivore,Scaridae
2019,North Northeast,10,Scarus taeniopterus,2,10,3,40.500,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma aurofrenatum,2,10,1,14.132,Herbivore,Scaridae
2019,North Northeast,10,Thalassoma bifasciatum,2,5,3,3.581,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,2,10,11,105.050,Omnivore,Labridae
2019,North Northeast,10,Holocanthus bermudensis,2,20,2,319.221,Invertivore,Pomacentridae
2019,North Northeast,10,Chaetodon capistratus,2,10,4,123.617,Invertivore,Chaetodontidae
2019,North Northeast,10,Acanthurus coeruleus,2,20,1,170.247,Omnivore,Acanthuridae
2019,North Northeast,10,Caranx ruber,2,20,1,109.161,Invertivore,Carangidae
2019,North Northeast,10,Stegastes leucostictus,2,5,1,2.301,Omnivore,Pomacentridae
2019,North Northeast,10,Stegastes leucostictus,2,10,2,35.561,Omnivore,Pomacentridae
2019,North Northeast,10,Cephalopholis fulva,2,30,1,363.485,Omnivore,Serranidae
2019,North Northeast,10,Scarus vetula,3,5,8,15.411,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,3,10,3,47.532,Herbivore,Scaridae
2019,North Northeast,10,Scarus vetula,3,25,3,770.419,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,3,10,3,45.394,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,3,15,2,103.807,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,3,25,2,490.509,Herbivore,Scaridae
2019,North Northeast,10,Sparisoma viride,3,30,2,853.803,Herbivore,Scaridae
2019,North Northeast,10,Scarus taeniopterus,3,10,3,40.500,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,3,10,3,34.430,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,3,15,1,39.049,Herbivore,Scaridae
2019,North Northeast,10,Scarus iseri,3,20,1,93.094,Herbivore,Scaridae
2019,North Northeast,10,Halochoeres garnoti,3,10,2,26.976,Invertivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,3,5,18,21.488,Omnivore,Labridae
2019,North Northeast,10,Thalassoma bifasciatum,3,10,7,66.850,Omnivore,Labridae
2019,North Northeast,10,Chaetodon capistratus,3,5,2,7.259,Invertivore,Chaetodontidae
2019,North Northeast,10,Acanthurus coeruleus,3,15,3,217.962,Omnivore,Acanthuridae
2019,North Northeast,10,Acanthurus tractus,3,15,6,303.611,Herbivore,Acanthuridae
2019,North Northeast,10,Acanthurus tractus,3,20,3,351.648,Herbivore,Acanthuridae
2019,North Northeast,10,Haemulon flavolineatum,3,15,1,45.331,Invertivore,Haemulidae
2019,North Northeast,10,Stegastes variabilis,3,5,1,2.042,Omnivore,Pomacentridae
2019,North Northeast,10,Epinephelus guttatus,3,15,1,44.193,Macrocarnivore,Serranidae
2019,North Northeast,10,Epinephelus guttatus,3,20,1,105.967,Macrocarnivore,Serranidae
2019,North Northeast,10,Epinephelus guttatus,3,30,1,363.485,Macrocarnivore,Serranidae
2019,North Northeast,10,Cephalopholis fulva,3,20,1,105.967,Omnivore,Serranidae
2019,North Northeast,10,Canthigaster rostrata,3,5,1,3.198,Omnivore,Tetraodontidae
2019,Reel Sticky,10,Scarus iseri,1,20,1,93.094,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus iseri,1,25,1,182.637,Herbivore,Scaridae
2019,Reel Sticky,10,Thalassoma bifasciatum,1,10,7,66.850,Omnivore,Labridae
2019,Reel Sticky,10,Thalassoma bifasciatum,1,15,2,64.463,Omnivore,Labridae
2019,Reel Sticky,10,Sparisoma viride,1,5,2,3.679,Herbivore,Scaridae
2019,Reel Sticky,10,Sparisoma viride,1,10,2,30.263,Herbivore,Scaridae
2019,Reel Sticky,10,Acanthurus chirurgus,1,25,1,253.407,Omnivore,Acanthuridae
2019,Reel Sticky,10,Scarus taeniopterus,1,15,1,45.563,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,1,20,1,130.316,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,1,25,1,256.806,Herbivore,Scaridae
2019,Reel Sticky,10,Sparisoma aurofrenatum,1,20,1,122.859,Herbivore,Scaridae
2019,Reel Sticky,10,Chaetodon capistratus,1,15,1,108.179,Invertivore,Chaetodontidae
2019,Reel Sticky,10,Bodianus rufus,1,20,1,111.698,Invertivore,Labridae
2019,Reel Sticky,10,Stegastes leucostictus,1,20,2,274.797,Omnivore,Pomacentridae
2019,Reel Sticky,10,Scarus iseri,2,25,1,182.637,Herbivore,Scaridae
2019,Reel Sticky,10,Thalassoma bifasciatum,2,5,3,3.581,Omnivore,Labridae
2019,Reel Sticky,10,Thalassoma bifasciatum,2,10,22,210.100,Omnivore,Labridae
2019,Reel Sticky,10,Thalassoma bifasciatum,2,15,2,64.463,Omnivore,Labridae
2019,Reel Sticky,10,Scarus taeniopterus,2,30,1,364.500,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,2,25,2,513.612,Herbivore,Scaridae
2019,Reel Sticky,10,Sparisoma aurofrenatum,2,20,4,491.438,Herbivore,Scaridae
2019,Reel Sticky,10,Bodianus rufus,2,15,2,92.899,Invertivore,Labridae
2019,Reel Sticky,10,Bodianus rufus,2,20,1,111.698,Invertivore,Labridae
2019,Reel Sticky,10,Holocentrus rufus,2,25,1,125.889,Invertivore,Holocentridae
2019,Reel Sticky,10,Acanthurus coeruleus,2,15,1,72.654,Omnivore,Acanthuridae
2019,Reel Sticky,10,Sparisoma viride,3,10,1,15.131,Herbivore,Scaridae
2019,Reel Sticky,10,Sparisoma viride,3,25,1,245.254,Herbivore,Scaridae
2019,Reel Sticky,10,Sparisoma viride,3,30,1,426.902,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,3,5,1,1.926,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,3,10,3,47.532,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,3,15,4,217.393,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,3,20,3,390.949,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,3,25,2,513.612,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus vetula,3,30,1,447.009,Herbivore,Scaridae
2019,Reel Sticky,10,Thalassoma bifasciatum,3,5,18,21.488,Omnivore,Labridae
2019,Reel Sticky,10,Thalassoma bifasciatum,3,10,1,9.550,Omnivore,Labridae
2019,Reel Sticky,10,Halochoeres garnoti,3,15,2,95.196,Invertivore,Labridae
2019,Reel Sticky,10,Halichoeres maculipinna,3,10,2,33.177,Invertivore,Labridae
2019,Reel Sticky,10,Halichoeres maculipinna,3,15,1,60.226,Invertivore,Labridae
2019,Reel Sticky,10,Halichoeres radiatus,3,30,1,402.500,Invertivore,Labridae
2019,Reel Sticky,10,Acanthurus coeruleus,3,20,2,340.494,Omnivore,Acanthuridae
2019,Reel Sticky,10,Acanthurus tractus,3,20,2,234.432,Herbivore,Acanthuridae
2019,Reel Sticky,10,Chaetodon capistratus,3,15,1,108.179,Invertivore,Chaetodontidae
2019,Reel Sticky,10,Cephalopholis fulva,3,20,1,105.967,Omnivore,Serranidae
2019,Reel Sticky,10,Cephalopholis fulva,3,25,1,208.822,Omnivore,Serranidae
2019,Reel Sticky,10,Cephalopholis fulva,3,40,1,871.566,Omnivore,Serranidae
2019,Reel Sticky,10,Sparisoma viride,4,25,1,245.254,Herbivore,Scaridae
2019,Reel Sticky,10,Sparisoma aurofrenatum,4,10,1,14.132,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus iseri,4,20,1,93.094,Herbivore,Scaridae
2019,Reel Sticky,10,Scarus iseri,4,25,1,182.637,Herbivore,Scaridae
2019,Reel Sticky,10,Thalassoma bifasciatum,4,5,22,26.263,Omnivore,Labridae
2019,Reel Sticky,10,Thalassoma bifasciatum,4,10,15,143.250,Omnivore,Labridae
2019,Reel Sticky,10,Thalassoma bifasciatum,4,15,1,32.231,Omnivore,Labridae
2019,Reel Sticky,10,Acanthurus coeruleus,4,20,1,170.247,Omnivore,Acanthuridae
2019,Reel Sticky,10,Acanthurus tractus,4,20,1,117.216,Herbivore,Acanthuridae
2019,Reel Sticky,10,Chaetodon capistratus,4,15,2,216.357,Invertivore,Chaetodontidae
2019,Reel Sticky,10,Canthigaster rostrata,4,10,2,49.088,Omnivore,Tetraodontidae
2019,Reel Sticky,10,Cephalopholis fulva,4,40,1,871.566,Omnivore,Serranidae
2019,Reel Sticky,10,Hypoplectrus puella,4,15,1,33.850,Invertivore,Serranidae
2019,Tiger,10,Sparisoma viride,1,30,1,426.902,Herbivore,Scaridae
2019,Tiger,10,Scarus vetula,1,20,1,130.316,Herbivore,Scaridae
2019,Tiger,10,Scarus vetula,1,30,1,447.009,Herbivore,Scaridae
2019,Tiger,10,Thalassoma bifasciatum,1,10,11,105.050,Omnivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,1,15,1,32.231,Omnivore,Labridae
2019,Tiger,10,Acanthurus chirurgus,1,20,1,131.200,Omnivore,Acanthuridae
2019,Tiger,10,Canthigaster rostrata,1,5,1,3.198,Omnivore,Tetraodontidae
2019,Tiger,10,Sparisoma viride,2,20,4,497.818,Herbivore,Scaridae
2019,Tiger,10,Scarus vetula,2,5,2,3.853,Herbivore,Scaridae
2019,Tiger,10,Sparisoma aurofrenatum,2,10,3,42.395,Herbivore,Scaridae
2019,Tiger,10,Sparisoma aurofrenatum,2,15,1,50.073,Herbivore,Scaridae
2019,Tiger,10,Scarus taeniopterus,2,5,1,1.688,Herbivore,Scaridae
2019,Tiger,10,Thalassoma bifasciatum,2,5,10,11.938,Omnivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,2,10,1,9.550,Omnivore,Labridae
2019,Tiger,10,Halochoeres garnoti,2,10,1,13.488,Invertivore,Labridae
2019,Tiger,10,Halochoeres garnoti,2,15,2,95.196,Invertivore,Labridae
2019,Tiger,10,Halochoeres garnoti,2,15,1,47.598,Invertivore,Labridae
2019,Tiger,10,Halochoeres garnoti,2,20,1,116.453,Invertivore,Labridae
2019,Tiger,10,Acanthurus chirurgus,2,20,1,131.200,Omnivore,Acanthuridae
2019,Tiger,10,Haemulon flavolineatum,2,30,1,360.140,Invertivore,Haemulidae
2019,Tiger,10,Canthigaster rostrata,2,10,1,24.544,Omnivore,Tetraodontidae
2019,Tiger,10,Hypoplectrus puella,2,15,1,33.850,Invertivore,Serranidae
2019,Tiger,10,Scarus iseri,3,15,1,39.049,Herbivore,Scaridae
2019,Tiger,10,Sparisoma aurofrenatum,3,10,3,42.395,Herbivore,Scaridae
2019,Tiger,10,Sparisoma aurofrenatum,3,15,1,50.073,Herbivore,Scaridae
2019,Tiger,10,Clepticus parrae,3,10,2,22.956,Omnivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,3,10,5,47.750,Omnivore,Labridae
2019,Tiger,10,Chaetodon capistratus,3,10,2,61.809,Invertivore,Chaetodontidae
2019,Tiger,10,Acanthurus coeruleus,3,15,1,72.654,Omnivore,Acanthuridae
2019,Tiger,10,Abudefduf saxatilis,3,10,1,19.949,Omnivore,Pomacentridae
2019,Tiger,10,Microspathodon chrysurus,3,15,1,77.641,Omnivore,Pomacentridae
2019,Tiger,10,Canthigaster rostrata,3,10,1,24.544,Omnivore,Tetraodontidae
2019,Tiger,10,Scarus taeniopterus,4,25,1,210.938,Herbivore,Scaridae
2019,Tiger,10,Scarus iseri,4,10,2,22.953,Herbivore,Scaridae
2019,Tiger,10,Scarus iseri,4,15,2,78.097,Herbivore,Scaridae
2019,Tiger,10,Halochoeres garnoti,4,5,3,4.687,Invertivore,Labridae
2019,Tiger,10,Halochoeres garnoti,4,20,2,232.906,Invertivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,4,10,1,9.550,Omnivore,Labridae
2019,Tiger,10,Halichoeres radiatus,4,15,1,49.005,Invertivore,Labridae
2019,Tiger,10,Holocanthus bermudensis,4,25,1,304.860,Invertivore,Pomacentridae
2019,Tiger,10,Chaetodon capistratus,4,10,2,61.809,Invertivore,Chaetodontidae
2019,Tiger,10,Acanthurus coeruleus,4,20,1,170.247,Omnivore,Acanthuridae
2019,Tiger,10,Hypoplectrus puella,4,15,1,33.850,Invertivore,Serranidae
2019,Tiger,10,Epinephelus guttatus,4,25,1,208.822,Macrocarnivore,Serranidae
2019,Tiger,10,Scarus taeniopterus,5,20,1,108.000,Herbivore,Scaridae
2019,Tiger,10,Scarus iseri,5,15,1,39.049,Herbivore,Scaridae
2019,Tiger,10,Scarus iseri,5,20,1,93.094,Herbivore,Scaridae
2019,Tiger,10,Halochoeres garnoti,5,10,2,26.976,Invertivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,5,5,15,17.906,Omnivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,5,10,1,9.550,Omnivore,Labridae
2019,Tiger,10,Thalassoma bifasciatum,5,20,1,76.400,Omnivore,Labridae
2019,Tiger,10,Holocanthus bermudensis,5,10,2,42.767,Invertivore,Pomacentridae
2019,Tiger,10,Chaetodon capistratus,5,5,2,7.259,Invertivore,Chaetodontidae
2019,Tiger,10,Chaetodon capistratus,5,10,2,61.809,Invertivore,Chaetodontidae
2019,Tiger,10,Chaetodon ocellatus,5,10,2,53.822,Invertivore,Chaetodontidae
